updatedAt,price,originalPrice,rating,reviewCount,stock,badge,specs,createdAt,sellerName,slug,title,description,id,sellerId,images,categoryId,tags
2026-03-24 16:24:39,16135.27,22934.3,4.7,2502,103,Bestseller,"{""Brand"": ""Puma"", ""Color"": ""Silver"", ""Warranty"": ""1 Year"", ""Material"": ""Glass""}",2026-02-23 16:24:39,Appario Retail Private Ltd,puma-cotton-t-shirt-6436,Puma Cotton T-shirt,High quality Puma Cotton T-shirt from Puma. Perfect for daily use. This Cotton T-shirt is highly rated and recommended for customers in India.,35f1a201-3608-46ad-bd7a-76dbe7cd8c67,89772c7b-7a37-4efd-b01f-c04b1cea38d5,"['https://example.com/images/35f1a201-3608-46ad-bd7a-76dbe7cd8c67_1.jpg', 'https://example.com/images/35f1a201-3608-46ad-bd7a-76dbe7cd8c67_2.jpg']",cat_fash_03,"['fashion', 'puma', 'india', 'trending']"
2025-03-29 16:24:39,42043.69,48178.09,3.8,369,147,Amazon's Choice,"{""Brand"": ""Aashirvaad"", ""Color"": ""Silver"", ""Warranty"": ""2 Year"", ""Material"": ""Plastic""}",2025-03-12 16:24:39,SuperComNet,aashirvaad-organic-honey-4398,Aashirvaad Organic Honey,High quality Aashirvaad Organic Honey from Aashirvaad. Perfect for daily use. This Organic Honey is highly rated and recommended for customers in India.,c332cbb6-b039-4536-b779-909106f1a6dd,936d1d46-8faa-4107-9220-240ca9a31fbe,"['https://example.com/images/c332cbb6-b039-4536-b779-909106f1a6dd_1.jpg', 'https://example.com/images/c332cbb6-b039-4536-b779-909106f1a6dd_2.jpg']",cat_groc_05,"['grocery', 'aashirvaad', 'india', 'trending']"
2025-08-31 16:24:39,2846.14,3255.22,4.8,2384,14,Bestseller,"{""Brand"": ""Pigeon"", ""Color"": ""White"", ""Warranty"": ""2 Year"", ""Material"": ""Plastic""}",2025-08-01 16:24:39,RetailNet,pigeon-electric-kettle-7623,Pigeon Electric Kettle,High quality Pigeon Electric Kettle from Pigeon. Perfect for daily use. This Electric Kettle is highly rated and recommended for customers in India.,2b8f5f34-2340-4287-ba9f-290599f4d6a5,71bf653f-52df-4285-a9c0-97f049747824,"['https://example.com/images/2b8f5f34-2340-4287-ba9f-290599f4d6a5_1.jpg', 'https://example.com/images/2b8f5f34-2340-4287-ba9f-290599f4d6a5_2.jpg']",cat_home_02,"['home & kitchen', 'pigeon', 'india', 'trending']"
2025-08-18 16:24:39,21709.13,29082.29,4.6,557,8,Amazon's Choice,"{""Brand"": ""L'Oreal"", ""Color"": ""Red"", ""Warranty"": ""2 Year"", ""Material"": ""Plastic""}",2025-08-12 16:24:39,SuperComNet,l'oreal-matte-lipstick-1408,L'Oreal Matte Lipstick,High quality L'Oreal Matte Lipstick from L'Oreal. Perfect for daily use. This Matte Lipstick is highly rated and recommended for customers in India.,0310c2b5-b612-41a7-aed2-4ed4921dc07c,351b3559-6475-4570-abb6-6d7f85b95a95,"['https://example.com/images/0310c2b5-b612-41a7-aed2-4ed4921dc07c_1.jpg', 'https://example.com/images/0310c2b5-b612-41a7-aed2-4ed4921dc07c_2.jpg']",cat_beau_04,"['beauty & personal care', ""l'oreal"", 'india', 'trending']"
2025-11-06 16:24:39,4104.58,4854.74,4.6,3395,71,Bestseller,"{""Brand"": ""Aashirvaad"", ""Color"": ""Black"", ""Warranty"": ""2 Year"", ""Material"": ""Metal""}",2025-10-28 16:24:39,SuperComNet,aashirvaad-almonds-4855,Aashirvaad Almonds,High quality Aashirvaad Almonds from Aashirvaad. Perfect for daily use. This Almonds is highly rated and recommended for customers in India.,918552f1-789a-4a02-b40c-be99e2acead6,48594c0a-004f-4ff3-871c-a76ca72265ee,"['https://example.com/images/918552f1-789a-4a02-b40c-be99e2acead6_1.jpg', 'https://example.com/images/918552f1-789a-4a02-b40c-be99e2acead6_2.jpg']",cat_groc_05,"['grocery', 'aashirvaad', 'india', 'trending']"
2025-07-21 16:24:39,51845.51,57941.06,4.5,4987,75,Bestseller,"{""Brand"": ""Puma"", ""Color"": ""Red"", ""Warranty"": ""2 Year"", ""Material"": ""Cotton""}",2025-06-21 16:24:39,Appario Retail Private Ltd,puma-running-shoes-2700,Puma Running Shoes,High quality Puma Running Shoes from Puma. Perfect for daily use. This Running Shoes is highly rated and recommended for customers in India.,763ab9bb-5d13-46a0-b5d3-db58cb33c835,bde10b0f-f3fa-4ac9-ad47-98fbc7699fa0,"['https://example.com/images/763ab9bb-5d13-46a0-b5d3-db58cb33c835_1.jpg', 'https://example.com/images/763ab9bb-5d13-46a0-b5d3-db58cb33c835_2.jpg']",cat_fash_03,"['fashion', 'puma', 'india', 'trending']"
2025-12-22 16:24:39,70117.69,101431.96,4.9,774,108,Amazon's Choice,"{""Brand"": ""Nivea"", ""Color"": ""Silver"", ""Warranty"": ""1 Year"", ""Material"": ""Cotton""}",2025-11-22 16:24:39,SuperComNet,nivea-perfume-6344,Nivea Perfume,High quality Nivea Perfume from Nivea. Perfect for daily use. This Perfume is highly rated and recommended for customers in India.,5bd4ceed-ec96-43c7-b821-33d546044446,d7925f57-7d1a-4dc5-bab2-9f0bc41c81aa,"['https://example.com/images/5bd4ceed-ec96-43c7-b821-33d546044446_1.jpg', 'https://example.com/images/5bd4ceed-ec96-43c7-b821-33d546044446_2.jpg']",cat_beau_04,"['beauty & personal care', 'nivea', 'india', 'trending']"
2025-06-22 16:24:39,64079.41,79449.96,3.6,4036,53,Bestseller,"{""Brand"": ""Happilo"", ""Color"": ""Silver"", ""Warranty"": ""1 Year"", ""Material"": ""Metal""}",2025-05-27 16:24:39,Cocoblu Retail,happilo-almonds-1080,Happilo Almonds,High quality Happilo Almonds from Happilo. Perfect for daily use. This Almonds is highly rated and recommended for customers in India.,e31668f5-8bb9-4502-b3de-3f76be7ad012,123687bc-bf7e-408c-a7fa-ec89173bfd9c,"['https://example.com/images/e31668f5-8bb9-4502-b3de-3f76be7ad012_1.jpg', 'https://example.com/images/e31668f5-8bb9-4502-b3de-3f76be7ad012_2.jpg']",cat_groc_05,"['grocery', 'happilo', 'india', 'trending']"
2026-01-06 16:24:39,40995.61,45108.09,3.7,1939,143,,"{""Brand"": ""Dell"", ""Color"": ""Black"", ""Warranty"": ""2 Year"", ""Material"": ""Metal""}",2025-12-18 16:24:39,Appario Retail Private Ltd,dell-wireless-earbuds-ultra-9471,Dell Wireless Earbuds Ultra,High quality Dell Wireless Earbuds Ultra from Dell. Perfect for daily use. This Wireless Earbuds is highly rated and recommended for customers in India.,aab63ab8-f718-4676-931a-16329bd931da,cd90b1f1-5a99-4356-875b-4d9608b21f5c,"['https://example.com/images/aab63ab8-f718-4676-931a-16329bd931da_1.jpg', 'https://example.com/images/aab63ab8-f718-4676-931a-16329bd931da_2.jpg']",cat_elec_01,"['electronics', 'dell', 'india', 'trending']"
2026-01-16 16:24:39,20510.98,27358.92,4.4,2472,158,Limited Time Deal,"{""Brand"": ""Happilo"", ""Color"": ""Red"", ""Warranty"": ""1 Year"", ""Material"": ""Glass""}",2026-01-14 16:24:39,SuperComNet,happilo-olive-oil-1956,Happilo Olive Oil,High quality Happilo Olive Oil from Happilo. Perfect for daily use. This Olive Oil is highly rated and recommended for customers in India.,6d90c54d-6c43-4c84-9077-d79a62d9d30e,280c510f-451a-4cad-8def-abadc3bc39e4,"['https://example.com/images/6d90c54d-6c43-4c84-9077-d79a62d9d30e_1.jpg', 'https://example.com/images/6d90c54d-6c43-4c84-9077-d79a62d9d30e_2.jpg']",cat_groc_05,"['grocery', 'happilo', 'india', 'trending']"
2026-03-30 16:24:39,49732.39,71923.44,4.8,4596,158,Bestseller,"{""Brand"": ""Levis"", ""Color"": ""Black"", ""Warranty"": ""1 Year"", ""Material"": ""Plastic""}",2026-03-01 16:24:39,Appario Retail Private Ltd,levis-running-shoes-4666,Levis Running Shoes,High quality Levis Running Shoes from Levis. Perfect for daily use. This Running Shoes is highly rated and recommended for customers in India.,b9aa4a85-9717-4ac7-91f3-a53ca08756a7,48acbcbb-db1d-4f57-a2c7-4653d1369acb,"['https://example.com/images/b9aa4a85-9717-4ac7-91f3-a53ca08756a7_1.jpg', 'https://example.com/images/b9aa4a85-9717-4ac7-91f3-a53ca08756a7_2.jpg']",cat_fash_03,"['fashion', 'levis', 'india', 'trending']"
2025-10-27 16:24:39,64452.92,87321.83,3.9,2664,161,Amazon's Choice,"{""Brand"": ""Prestige"", ""Color"": ""Silver"", ""Warranty"": ""1 Year"", ""Material"": ""Plastic""}",2025-10-19 16:24:39,Appario Retail Private Ltd,prestige-air-purifier-2938,Prestige Air Purifier,High quality Prestige Air Purifier from Prestige. Perfect for daily use. This Air Purifier is highly rated and recommended for customers in India.,b87910e9-eb51-49e2-bd9d-d0e543a2354e,8e1afd2f-a753-48bf-a0bd-aa5e79843738,"['https://example.com/images/b87910e9-eb51-49e2-bd9d-d0e543a2354e_1.jpg', 'https://example.com/images/b87910e9-eb51-49e2-bd9d-d0e543a2354e_2.jpg']",cat_home_02,"['home & kitchen', 'prestige', 'india', 'trending']"
2026-03-02 16:24:39,46357.91,66203.31,4.1,4497,182,Amazon's Choice,"{""Brand"": ""Pigeon"", ""Color"": ""Red"", ""Warranty"": ""1 Year"", ""Material"": ""Plastic""}",2026-02-26 16:24:39,SuperComNet,pigeon-air-purifier-6213,Pigeon Air Purifier,High quality Pigeon Air Purifier from Pigeon. Perfect for daily use. This Air Purifier is highly rated and recommended for customers in India.,713a8b2a-0109-49b9-9a65-82f89b7ced94,8eee3a5a-9a82-402d-9027-78b125ba8b63,"['https://example.com/images/713a8b2a-0109-49b9-9a65-82f89b7ced94_1.jpg', 'https://example.com/images/713a8b2a-0109-49b9-9a65-82f89b7ced94_2.jpg']",cat_home_02,"['home & kitchen', 'pigeon', 'india', 'trending']"
2025-05-21 16:24:39,72191.66,99380.32,4.9,4976,50,,"{""Brand"": ""The Derma Co"", ""Color"": ""Silver"", ""Warranty"": ""1 Year"", ""Material"": ""Glass""}",2025-05-05 16:24:39,RetailNet,the-derma-co-hair-oil-6797,The Derma Co Hair Oil,High quality The Derma Co Hair Oil from The Derma Co. Perfect for daily use. This Hair Oil is highly rated and recommended for customers in India.,fb814d0a-31e3-4c5f-bcb5-033dd2fce2d5,5ea96f5c-ab24-41ff-9b27-11f9163bc3e7,"['https://example.com/images/fb814d0a-31e3-4c5f-bcb5-033dd2fce2d5_1.jpg', 'https://example.com/images/fb814d0a-31e3-4c5f-bcb5-033dd2fce2d5_2.jpg']",cat_beau_04,"['beauty & personal care', 'the derma co', 'india', 'trending']"
2025-11-15 16:24:39,51584.02,66342.55,4.1,1315,51,Amazon's Choice,"{""Brand"": ""Dell"", ""Color"": ""Red"", ""Warranty"": ""1 Year"", ""Material"": ""Metal""}",2025-11-08 16:24:39,RetailNet,dell-power-bank-ultra-9771,Dell Power Bank Ultra,High quality Dell Power Bank Ultra from Dell. Perfect for daily use. This Power Bank is highly rated and recommended for customers in India.,82124ac1-1fda-40e4-ac97-022f89d14359,a2ad1336-4071-4561-9812-3ac4c0c6b023,"['https://example.com/images/82124ac1-1fda-40e4-ac97-022f89d14359_1.jpg', 'https://example.com/images/82124ac1-1fda-40e4-ac97-022f89d14359_2.jpg']",cat_elec_01,"['electronics', 'dell', 'india', 'trending']"
2026-01-13 16:24:39,29767.34,35636.67,3.5,4055,42,Bestseller,"{""Brand"": ""Prestige"", ""Color"": ""Red"", ""Warranty"": ""2 Year"", ""Material"": ""Cotton""}",2026-01-08 16:24:39,SuperComNet,prestige-cookware-set-6144,Prestige Cookware Set,High quality Prestige Cookware Set from Prestige. Perfect for daily use. This Cookware Set is highly rated and recommended for customers in India.,a7d00b89-eb61-433b-b516-bbed10804ef7,41eb84a4-db2d-4925-852d-2c128910e024,"['https://example.com/images/a7d00b89-eb61-433b-b516-bbed10804ef7_1.jpg', 'https://example.com/images/a7d00b89-eb61-433b-b516-bbed10804ef7_2.jpg']",cat_home_02,"['home & kitchen', 'prestige', 'india', 'trending']"
2026-03-04 16:24:39,56214.23,73779.31,4.2,2580,119,Amazon's Choice,"{""Brand"": ""Happilo"", ""Color"": ""White"", ""Warranty"": ""1 Year"", ""Material"": ""Plastic""}",2026-02-06 16:24:39,SuperComNet,happilo-basmati-rice-1990,Happilo Basmati Rice,High quality Happilo Basmati Rice from Happilo. Perfect for daily use. This Basmati Rice is highly rated and recommended for customers in India.,01505641-d42c-4073-8c70-ff7fb0484f6f,8283ed12-16a9-40c3-9618-780db04f33da,"['https://example.com/images/01505641-d42c-4073-8c70-ff7fb0484f6f_1.jpg', 'https://example.com/images/01505641-d42c-4073-8c70-ff7fb0484f6f_2.jpg']",cat_groc_05,"['grocery', 'happilo', 'india', 'trending']"
2025-07-17 16:24:39,9229.65,12706.86,3.6,3113,84,,"{""Brand"": ""FabIndia"", ""Color"": ""Silver"", ""Warranty"": ""1 Year"", ""Material"": ""Plastic""}",2025-07-11 16:24:39,Appario Retail Private Ltd,fabindia-running-shoes-8926,FabIndia Running Shoes,High quality FabIndia Running Shoes from FabIndia. Perfect for daily use. This Running Shoes is highly rated and recommended for customers in India.,520d3e47-383c-441f-ba45-cb2d94fbabad,0cfba9c9-d51a-4276-a6fe-b069eaa62648,"['https://example.com/images/520d3e47-383c-441f-ba45-cb2d94fbabad_1.jpg', 'https://example.com/images/520d3e47-383c-441f-ba45-cb2d94fbabad_2.jpg']",cat_fash_03,"['fashion', 'fabindia', 'india', 'trending']"
2025-08-22 16:24:39,64983.39,90796.63,4.8,2282,199,Amazon's Choice,"{""Brand"": ""Tata Sampann"", ""Color"": ""Black"", ""Warranty"": ""2 Year"", ""Material"": ""Metal""}",2025-08-12 16:24:39,Appario Retail Private Ltd,tata-sampann-organic-honey-5017,Tata Sampann Organic Honey,High quality Tata Sampann Organic Honey from Tata Sampann. Perfect for daily use. This Organic Honey is highly rated and recommended for customers in India.,0ff656ff-8311-4015-b21a-377c37b7a06d,019b2d09-25dc-418c-a5cd-f8218eb91bd4,"['https://example.com/images/0ff656ff-8311-4015-b21a-377c37b7a06d_1.jpg', 'https://example.com/images/0ff656ff-8311-4015-b21a-377c37b7a06d_2.jpg']",cat_groc_05,"['grocery', 'tata sampann', 'india', 'trending']"
2026-01-24 16:24:39,4399.82,6555.13,3.8,3077,72,Bestseller,"{""Brand"": ""Puma"", ""Color"": ""White"", ""Warranty"": ""1 Year"", ""Material"": ""Plastic""}",2026-01-18 16:24:39,Cloudtail India,puma-cotton-t-shirt-9469,Puma Cotton T-shirt,High quality Puma Cotton T-shirt from Puma. Perfect for daily use. This Cotton T-shirt is highly rated and recommended for customers in India.,2978f6c6-5697-48ea-a2e9-d32eb20e59d5,f7632f6c-5e59-46bf-8722-1fbeff2c2b59,"['https://example.com/images/2978f6c6-5697-48ea-a2e9-d32eb20e59d5_1.jpg', 'https://example.com/images/2978f6c6-5697-48ea-a2e9-d32eb20e59d5_2.jpg']",cat_fash_03,"['fashion', 'puma', 'india', 'trending']"
2026-02-27 16:24:39,76089.0,85881.19,4.6,3514,51,Amazon's Choice,"{""Brand"": ""Tata Sampann"", ""Color"": ""Red"", ""Warranty"": ""2 Year"", ""Material"": ""Glass""}",2026-02-23 16:24:39,Cloudtail India,tata-sampann-almonds-4151,Tata Sampann Almonds,High quality Tata Sampann Almonds from Tata Sampann. Perfect for daily use. This Almonds is highly rated and recommended for customers in India.,fa6c6c79-e828-42fb-9044-b8be549f5810,b08892b1-83f1-41e8-a9ef-924fc4656604,"['https://example.com/images/fa6c6c79-e828-42fb-9044-b8be549f5810_1.jpg', 'https://example.com/images/fa6c6c79-e828-42fb-9044-b8be549f5810_2.jpg']",cat_groc_05,"['grocery', 'tata sampann', 'india', 'trending']"
2026-03-23 16:24:39,73302.15,106253.44,3.7,267,132,,"{""Brand"": ""Biba"", ""Color"": ""Black"", ""Warranty"": ""1 Year"", ""Material"": ""Glass""}",2026-02-24 16:24:39,Appario Retail Private Ltd,biba-denim-jeans-7575,Biba Denim Jeans,High quality Biba Denim Jeans from Biba. Perfect for daily use. This Denim Jeans is highly rated and recommended for customers in India.,6fbe24d8-ba30-47ce-b4d2-32f46ad5717d,609e9b98-ef87-43ea-a881-a0e53ce41d1d,"['https://example.com/images/6fbe24d8-ba30-47ce-b4d2-32f46ad5717d_1.jpg', 'https://example.com/images/6fbe24d8-ba30-47ce-b4d2-32f46ad5717d_2.jpg']",cat_fash_03,"['fashion', 'biba', 'india', 'trending']"
2026-01-15 16:24:39,39039.19,44930.68,4.1,1203,70,Bestseller,"{""Brand"": ""Prestige"", ""Color"": ""Black"", ""Warranty"": ""1 Year"", ""Material"": ""Metal""}",2025-12-25 16:24:39,RetailNet,prestige-mixer-grinder-2851,Prestige Mixer Grinder,High quality Prestige Mixer Grinder from Prestige. Perfect for daily use. This Mixer Grinder is highly rated and recommended for customers in India.,18840604-8ea4-41b5-a55f-16c5195807a3,331982bb-3487-40cb-ae5b-19de855383f3,"['https://example.com/images/18840604-8ea4-41b5-a55f-16c5195807a3_1.jpg', 'https://example.com/images/18840604-8ea4-41b5-a55f-16c5195807a3_2.jpg']",cat_home_02,"['home & kitchen', 'prestige', 'india', 'trending']"
2026-02-21 16:24:39,60207.76,73277.16,4.7,3514,11,Bestseller,"{""Brand"": ""Lakme"", ""Color"": ""Blue"", ""Warranty"": ""1 Year"", ""Material"": ""Cotton""}",2026-01-25 16:24:39,RetailNet,lakme-perfume-2757,Lakme Perfume,High quality Lakme Perfume from Lakme. Perfect for daily use. This Perfume is highly rated and recommended for customers in India.,3875d89c-fae1-4ed4-b37e-2b9e18f440be,0a9daea8-3df8-4e53-a745-fe90aac83ebb,"['https://example.com/images/3875d89c-fae1-4ed4-b37e-2b9e18f440be_1.jpg', 'https://example.com/images/3875d89c-fae1-4ed4-b37e-2b9e18f440be_2.jpg']",cat_beau_04,"['beauty & personal care', 'lakme', 'india', 'trending']"
2025-05-23 16:24:39,21752.15,25648.34,4.2,3941,5,,"{""Brand"": ""Levis"", ""Color"": ""Black"", ""Warranty"": ""1 Year"", ""Material"": ""Plastic""}",2025-05-23 16:24:39,Cloudtail India,levis-cotton-t-shirt-6855,Levis Cotton T-shirt,High quality Levis Cotton T-shirt from Levis. Perfect for daily use. This Cotton T-shirt is highly rated and recommended for customers in India.,8e97ff2b-3523-446b-a81c-bc0cd791f83f,240b6e68-96c7-454c-b8ae-a7b0ad47c622,"['https://example.com/images/8e97ff2b-3523-446b-a81c-bc0cd791f83f_1.jpg', 'https://example.com/images/8e97ff2b-3523-446b-a81c-bc0cd791f83f_2.jpg']",cat_fash_03,"['fashion', 'levis', 'india', 'trending']"
2025-09-07 16:24:39,44966.64,59847.49,4.7,2984,63,Amazon's Choice,"{""Brand"": ""HP"", ""Color"": ""Black"", ""Warranty"": ""1 Year"", ""Material"": ""Plastic""}",2025-08-15 16:24:39,SuperComNet,hp-laptop-v2-5314,HP Laptop v2,High quality HP Laptop v2 from HP. Perfect for daily use. This Laptop is highly rated and recommended for customers in India.,b770708a-d957-45ca-98ac-5e3562c57d63,ce72c7be-f05d-4318-a196-5dd0bf38b8e6,"['https://example.com/images/b770708a-d957-45ca-98ac-5e3562c57d63_1.jpg', 'https://example.com/images/b770708a-d957-45ca-98ac-5e3562c57d63_2.jpg']",cat_elec_01,"['electronics', 'hp', 'india', 'trending']"
2026-02-28 16:24:39,13446.08,17399.52,3.9,3904,123,Amazon's Choice,"{""Brand"": ""L'Oreal"", ""Color"": ""Silver"", ""Warranty"": ""2 Year"", ""Material"": ""Metal""}",2026-02-03 16:24:39,Cloudtail India,l'oreal-sunscreen-3433,L'Oreal Sunscreen,High quality L'Oreal Sunscreen from L'Oreal. Perfect for daily use. This Sunscreen is highly rated and recommended for customers in India.,fa6853aa-06c3-48a4-9729-da1990b5d5df,448b1c7f-3736-4612-aa52-da9325c747f5,"['https://example.com/images/fa6853aa-06c3-48a4-9729-da1990b5d5df_1.jpg', 'https://example.com/images/fa6853aa-06c3-48a4-9729-da1990b5d5df_2.jpg']",cat_beau_04,"['beauty & personal care', ""l'oreal"", 'india', 'trending']"
2025-11-12 16:24:39,60238.17,71602.11,4.1,1311,200,Limited Time Deal,"{""Brand"": ""The Derma Co"", ""Color"": ""Silver"", ""Warranty"": ""2 Year"", ""Material"": ""Plastic""}",2025-10-31 16:24:39,Cloudtail India,the-derma-co-matte-lipstick-9535,The Derma Co Matte Lipstick,High quality The Derma Co Matte Lipstick from The Derma Co. Perfect for daily use. This Matte Lipstick is highly rated and recommended for customers in India.,a6af9978-b90c-4e54-9d9c-ac23ebc368a3,7c360f50-d666-4a8a-bc88-830bb4382ed4,"['https://example.com/images/a6af9978-b90c-4e54-9d9c-ac23ebc368a3_1.jpg', 'https://example.com/images/a6af9978-b90c-4e54-9d9c-ac23ebc368a3_2.jpg']",cat_beau_04,"['beauty & personal care', 'the derma co', 'india', 'trending']"
2025-06-06 16:24:39,60255.39,79097.17,3.7,2437,81,Amazon's Choice,"{""Brand"": ""L'Oreal"", ""Color"": ""Silver"", ""Warranty"": ""2 Year"", ""Material"": ""Cotton""}",2025-06-06 16:24:39,Appario Retail Private Ltd,l'oreal-matte-lipstick-9954,L'Oreal Matte Lipstick,High quality L'Oreal Matte Lipstick from L'Oreal. Perfect for daily use. This Matte Lipstick is highly rated and recommended for customers in India.,be53af48-c50f-4cb8-8d15-770805d4f0e6,b4ed112c-0644-4d78-9903-008ef7952572,"['https://example.com/images/be53af48-c50f-4cb8-8d15-770805d4f0e6_1.jpg', 'https://example.com/images/be53af48-c50f-4cb8-8d15-770805d4f0e6_2.jpg']",cat_beau_04,"['beauty & personal care', ""l'oreal"", 'india', 'trending']"
2025-06-18 16:24:39,47124.98,62479.81,4.2,3019,161,Limited Time Deal,"{""Brand"": ""Bajaj"", ""Color"": ""Black"", ""Warranty"": ""2 Year"", ""Material"": ""Plastic""}",2025-06-05 16:24:39,RetailNet,bajaj-mixer-grinder-6734,Bajaj Mixer Grinder,High quality Bajaj Mixer Grinder from Bajaj. Perfect for daily use. This Mixer Grinder is highly rated and recommended for customers in India.,4473e7b7-b0b5-4d7d-8329-576bb4ae59c1,ce309cab-cf00-4067-bda8-8c8d2735f41c,"['https://example.com/images/4473e7b7-b0b5-4d7d-8329-576bb4ae59c1_1.jpg', 'https://example.com/images/4473e7b7-b0b5-4d7d-8329-576bb4ae59c1_2.jpg']",cat_home_02,"['home & kitchen', 'bajaj', 'india', 'trending']"
2026-03-20 16:24:39,57857.97,79920.99,3.6,256,81,Bestseller,"{""Brand"": ""Apple"", ""Color"": ""Red"", ""Warranty"": ""1 Year"", ""Material"": ""Glass""}",2026-02-26 16:24:39,Cocoblu Retail,apple-smartphone-lite-4525,Apple Smartphone Lite,High quality Apple Smartphone Lite from Apple. Perfect for daily use. This Smartphone is highly rated and recommended for customers in India.,1dc01f70-8ce4-4adb-9215-375a056d9442,67167e09-0ac7-4fbf-a782-346441a51305,"['https://example.com/images/1dc01f70-8ce4-4adb-9215-375a056d9442_1.jpg', 'https://example.com/images/1dc01f70-8ce4-4adb-9215-375a056d9442_2.jpg']",cat_elec_01,"['electronics', 'apple', 'india', 'trending']"
2026-01-26 16:24:39,57350.59,75701.81,3.8,2720,85,,"{""Brand"": ""Havells"", ""Color"": ""White"", ""Warranty"": ""1 Year"", ""Material"": ""Glass""}",2026-01-07 16:24:39,Cocoblu Retail,havells-mixer-grinder-5564,Havells Mixer Grinder,High quality Havells Mixer Grinder from Havells. Perfect for daily use. This Mixer Grinder is highly rated and recommended for customers in India.,8b97bb95-d836-4485-b2b6-a992c1405296,bee13201-06de-4965-a2fe-24207fdd9bde,"['https://example.com/images/8b97bb95-d836-4485-b2b6-a992c1405296_1.jpg', 'https://example.com/images/8b97bb95-d836-4485-b2b6-a992c1405296_2.jpg']",cat_home_02,"['home & kitchen', 'havells', 'india', 'trending']"
2025-10-05 16:24:39,33866.5,38997.02,4.5,1591,60,Amazon's Choice,"{""Brand"": ""Mamaearth"", ""Color"": ""White"", ""Warranty"": ""1 Year"", ""Material"": ""Plastic""}",2025-09-06 16:24:39,Appario Retail Private Ltd,mamaearth-sunscreen-9090,Mamaearth Sunscreen,High quality Mamaearth Sunscreen from Mamaearth. Perfect for daily use. This Sunscreen is highly rated and recommended for customers in India.,55958698-b340-4ad9-805d-4f1149b90fc9,a6567cae-80f8-4140-843a-e98e4d920d41,"['https://example.com/images/55958698-b340-4ad9-805d-4f1149b90fc9_1.jpg', 'https://example.com/images/55958698-b340-4ad9-805d-4f1149b90fc9_2.jpg']",cat_beau_04,"['beauty & personal care', 'mamaearth', 'india', 'trending']"
