updatedAt,price,originalPrice,rating,reviewCount,stock,badge,specs,createdAt,sellerName,slug,title,description,id,sellerId,images,categoryId,tags
2025-04-08 16:24:39,6944.8,9396.38,4.2,4981,89,Bestseller,"{""Brand"": ""Pigeon"", ""Color"": ""Black"", ""Warranty"": ""2 Year"", ""Material"": ""Glass""}",2025-03-25 16:24:39,Cocoblu Retail,pigeon-cookware-set-4540,Pigeon Cookware Set,High quality Pigeon Cookware Set from Pigeon. Perfect for daily use. This Cookware Set is highly rated and recommended for customers in India.,633c0f63-ffac-4a67-a462-feca9bc0739b,b8f7fdbe-0f46-437a-859a-9b18ae6e778d,"['https://example.com/images/633c0f63-ffac-4a67-a462-feca9bc0739b_1.jpg', 'https://example.com/images/633c0f63-ffac-4a67-a462-feca9bc0739b_2.jpg']",cat_home_02,"['home & kitchen', 'pigeon', 'india', 'trending']"
2025-06-19 16:24:39,34788.7,47988.89,4.9,2513,170,Amazon's Choice,"{""Brand"": ""The Derma Co"", ""Color"": ""Red"", ""Warranty"": ""2 Year"", ""Material"": ""Cotton""}",2025-05-31 16:24:39,Cloudtail India,the-derma-co-perfume-2036,The Derma Co Perfume,High quality The Derma Co Perfume from The Derma Co. Perfect for daily use. This Perfume is highly rated and recommended for customers in India.,2470f943-78fc-4ae6-a13a-e5491b64c229,e3d62641-fa3d-4326-a75b-2752ea1721f7,"['https://example.com/images/2470f943-78fc-4ae6-a13a-e5491b64c229_1.jpg', 'https://example.com/images/2470f943-78fc-4ae6-a13a-e5491b64c229_2.jpg']",cat_beau_04,"['beauty & personal care', 'the derma co', 'india', 'trending']"
2025-04-27 16:24:39,79578.6,111609.69,4.3,2133,136,Limited Time Deal,"{""Brand"": ""Nivea"", ""Color"": ""Silver"", ""Warranty"": ""2 Year"", ""Material"": ""Cotton""}",2025-04-14 16:24:39,Cocoblu Retail,nivea-matte-lipstick-9382,Nivea Matte Lipstick,High quality Nivea Matte Lipstick from Nivea. Perfect for daily use. This Matte Lipstick is highly rated and recommended for customers in India.,ebec7add-fa6d-40f4-8559-799b90612987,b16d9a20-15b9-40e6-9e01-ebbe06273ab6,"['https://example.com/images/ebec7add-fa6d-40f4-8559-799b90612987_1.jpg', 'https://example.com/images/ebec7add-fa6d-40f4-8559-799b90612987_2.jpg']",cat_beau_04,"['beauty & personal care', 'nivea', 'india', 'trending']"
2025-12-09 16:24:39,58571.47,85064.81,4.1,2846,162,Limited Time Deal,"{""Brand"": ""FabIndia"", ""Color"": ""Silver"", ""Warranty"": ""2 Year"", ""Material"": ""Cotton""}",2025-11-15 16:24:39,Appario Retail Private Ltd,fabindia-denim-jeans-6359,FabIndia Denim Jeans,High quality FabIndia Denim Jeans from FabIndia. Perfect for daily use. This Denim Jeans is highly rated and recommended for customers in India.,0d8ab906-faaf-403c-ac07-cd8621754dd3,3b5317b4-a35f-40da-ab51-d1b055835132,"['https://example.com/images/0d8ab906-faaf-403c-ac07-cd8621754dd3_1.jpg', 'https://example.com/images/0d8ab906-faaf-403c-ac07-cd8621754dd3_2.jpg']",cat_fash_03,"['fashion', 'fabindia', 'india', 'trending']"
2025-06-06 16:24:39,66432.57,84890.92,3.8,399,120,Amazon's Choice,"{""Brand"": ""Happilo"", ""Color"": ""White"", ""Warranty"": ""2 Year"", ""Material"": ""Plastic""}",2025-05-26 16:24:39,Cloudtail India,happilo-olive-oil-5908,Happilo Olive Oil,High quality Happilo Olive Oil from Happilo. Perfect for daily use. This Olive Oil is highly rated and recommended for customers in India.,570a8af8-0d85-4310-9a7f-7a399bfda091,211d214f-ef26-4b3c-9539-522886f5a2c9,"['https://example.com/images/570a8af8-0d85-4310-9a7f-7a399bfda091_1.jpg', 'https://example.com/images/570a8af8-0d85-4310-9a7f-7a399bfda091_2.jpg']",cat_groc_05,"['grocery', 'happilo', 'india', 'trending']"
2025-12-05 16:24:39,38219.19,50393.08,4.5,3637,118,Amazon's Choice,"{""Brand"": ""The Derma Co"", ""Color"": ""Red"", ""Warranty"": ""2 Year"", ""Material"": ""Plastic""}",2025-11-18 16:24:39,SuperComNet,the-derma-co-perfume-1544,The Derma Co Perfume,High quality The Derma Co Perfume from The Derma Co. Perfect for daily use. This Perfume is highly rated and recommended for customers in India.,6870dcdd-9ed3-40c0-bebe-9818cef835b5,d2c5e92a-fe34-43f6-9fc5-056f66113a91,"['https://example.com/images/6870dcdd-9ed3-40c0-bebe-9818cef835b5_1.jpg', 'https://example.com/images/6870dcdd-9ed3-40c0-bebe-9818cef835b5_2.jpg']",cat_beau_04,"['beauty & personal care', 'the derma co', 'india', 'trending']"
2025-09-07 16:24:39,18330.28,24886.03,4.1,3746,77,Bestseller,"{""Brand"": ""Philips"", ""Color"": ""Red"", ""Warranty"": ""1 Year"", ""Material"": ""Cotton""}",2025-08-12 16:24:39,RetailNet,philips-air-purifier-4063,Philips Air Purifier,High quality Philips Air Purifier from Philips. Perfect for daily use. This Air Purifier is highly rated and recommended for customers in India.,a01615ec-0fdc-47cf-bf2b-a5fab4dd2706,727366ce-1aaa-4023-9959-ab2ba29e01d4,"['https://example.com/images/a01615ec-0fdc-47cf-bf2b-a5fab4dd2706_1.jpg', 'https://example.com/images/a01615ec-0fdc-47cf-bf2b-a5fab4dd2706_2.jpg']",cat_home_02,"['home & kitchen', 'philips', 'india', 'trending']"
2025-04-07 16:24:39,25305.14,33131.94,3.8,2211,193,,"{""Brand"": ""The Derma Co"", ""Color"": ""Red"", ""Warranty"": ""2 Year"", ""Material"": ""Cotton""}",2025-03-25 16:24:39,RetailNet,the-derma-co-hair-oil-4960,The Derma Co Hair Oil,High quality The Derma Co Hair Oil from The Derma Co. Perfect for daily use. This Hair Oil is highly rated and recommended for customers in India.,295e230c-9678-4295-80ad-4cf27320a750,baf6db73-1608-4598-a0ff-95b77b17e45f,"['https://example.com/images/295e230c-9678-4295-80ad-4cf27320a750_1.jpg', 'https://example.com/images/295e230c-9678-4295-80ad-4cf27320a750_2.jpg']",cat_beau_04,"['beauty & personal care', 'the derma co', 'india', 'trending']"
2026-02-19 16:24:39,78433.56,96542.91,4.5,1058,2,Bestseller,"{""Brand"": ""boAt"", ""Color"": ""Blue"", ""Warranty"": ""2 Year"", ""Material"": ""Glass""}",2026-02-12 16:24:39,SuperComNet,boat-smartwatch-pro-9041,boAt Smartwatch Pro,High quality boAt Smartwatch Pro from boAt. Perfect for daily use. This Smartwatch is highly rated and recommended for customers in India.,991f9cde-20a1-46b9-a163-a8e44a73a335,ce4ce06c-68b4-4e93-8255-0c8dcf1815ed,"['https://example.com/images/991f9cde-20a1-46b9-a163-a8e44a73a335_1.jpg', 'https://example.com/images/991f9cde-20a1-46b9-a163-a8e44a73a335_2.jpg']",cat_elec_01,"['electronics', 'boat', 'india', 'trending']"
2025-10-21 16:24:39,77757.02,90196.09,3.6,2174,162,Amazon's Choice,"{""Brand"": ""Dell"", ""Color"": ""Black"", ""Warranty"": ""1 Year"", ""Material"": ""Metal""}",2025-10-17 16:24:39,Cloudtail India,dell-laptop-pro-2328,Dell Laptop Pro,High quality Dell Laptop Pro from Dell. Perfect for daily use. This Laptop is highly rated and recommended for customers in India.,a0788804-481c-4f36-b76e-b4aa889a5078,28b43fa8-ce1b-409d-b01a-22de0467a846,"['https://example.com/images/a0788804-481c-4f36-b76e-b4aa889a5078_1.jpg', 'https://example.com/images/a0788804-481c-4f36-b76e-b4aa889a5078_2.jpg']",cat_elec_01,"['electronics', 'dell', 'india', 'trending']"
2025-12-26 16:24:39,56821.33,65873.48,4.3,1008,169,Amazon's Choice,"{""Brand"": ""Nivea"", ""Color"": ""White"", ""Warranty"": ""1 Year"", ""Material"": ""Metal""}",2025-12-18 16:24:39,RetailNet,nivea-perfume-3577,Nivea Perfume,High quality Nivea Perfume from Nivea. Perfect for daily use. This Perfume is highly rated and recommended for customers in India.,ae9e65b8-9928-4488-930f-bf8d4a4d4a73,b752c5c2-3f6c-45a6-94ee-026fc5bd3a0c,"['https://example.com/images/ae9e65b8-9928-4488-930f-bf8d4a4d4a73_1.jpg', 'https://example.com/images/ae9e65b8-9928-4488-930f-bf8d4a4d4a73_2.jpg']",cat_beau_04,"['beauty & personal care', 'nivea', 'india', 'trending']"
2026-01-30 16:24:39,78818.51,114335.09,4.0,404,190,Amazon's Choice,"{""Brand"": ""Levis"", ""Color"": ""Silver"", ""Warranty"": ""2 Year"", ""Material"": ""Cotton""}",2026-01-24 16:24:39,Cloudtail India,levis-running-shoes-8774,Levis Running Shoes,High quality Levis Running Shoes from Levis. Perfect for daily use. This Running Shoes is highly rated and recommended for customers in India.,bb62bd9c-9079-43a6-9e51-088462e69ee3,d7843fdb-58f0-4e92-a7cb-42abf83c7266,"['https://example.com/images/bb62bd9c-9079-43a6-9e51-088462e69ee3_1.jpg', 'https://example.com/images/bb62bd9c-9079-43a6-9e51-088462e69ee3_2.jpg']",cat_fash_03,"['fashion', 'levis', 'india', 'trending']"
2025-06-06 16:24:39,27693.12,34791.1,3.7,3764,100,,"{""Brand"": ""boAt"", ""Color"": ""Blue"", ""Warranty"": ""2 Year"", ""Material"": ""Plastic""}",2025-06-01 16:24:39,Appario Retail Private Ltd,boat-wireless-earbuds-ultra-1906,boAt Wireless Earbuds Ultra,High quality boAt Wireless Earbuds Ultra from boAt. Perfect for daily use. This Wireless Earbuds is highly rated and recommended for customers in India.,1b07bead-730c-476f-97fd-ddcfc28446e1,1d723fe9-5c02-437b-89f1-e48155602318,"['https://example.com/images/1b07bead-730c-476f-97fd-ddcfc28446e1_1.jpg', 'https://example.com/images/1b07bead-730c-476f-97fd-ddcfc28446e1_2.jpg']",cat_elec_01,"['electronics', 'boat', 'india', 'trending']"
2025-06-26 16:24:39,33739.27,41119.13,3.8,4367,146,Bestseller,"{""Brand"": ""Mamaearth"", ""Color"": ""Silver"", ""Warranty"": ""2 Year"", ""Material"": ""Metal""}",2025-06-24 16:24:39,Appario Retail Private Ltd,mamaearth-sunscreen-6633,Mamaearth Sunscreen,High quality Mamaearth Sunscreen from Mamaearth. Perfect for daily use. This Sunscreen is highly rated and recommended for customers in India.,42ad5f18-ce83-4e30-848e-f1c52ecf3882,5e47f8f2-f0ba-4b4c-8f16-41e3d48a749c,"['https://example.com/images/42ad5f18-ce83-4e30-848e-f1c52ecf3882_1.jpg', 'https://example.com/images/42ad5f18-ce83-4e30-848e-f1c52ecf3882_2.jpg']",cat_beau_04,"['beauty & personal care', 'mamaearth', 'india', 'trending']"
2026-03-21 16:24:39,24234.91,32370.34,4.0,1630,177,Bestseller,"{""Brand"": ""Apple"", ""Color"": ""Blue"", ""Warranty"": ""1 Year"", ""Material"": ""Glass""}",2026-02-20 16:24:39,Cocoblu Retail,apple-power-bank-ultra-7692,Apple Power Bank Ultra,High quality Apple Power Bank Ultra from Apple. Perfect for daily use. This Power Bank is highly rated and recommended for customers in India.,bfcb51be-675d-4586-8393-6c00f5ec8e1e,9c8bff77-3710-40ed-b896-2fa7f682cffd,"['https://example.com/images/bfcb51be-675d-4586-8393-6c00f5ec8e1e_1.jpg', 'https://example.com/images/bfcb51be-675d-4586-8393-6c00f5ec8e1e_2.jpg']",cat_elec_01,"['electronics', 'apple', 'india', 'trending']"
2025-06-20 16:24:39,53474.6,64419.83,4.2,3594,187,,"{""Brand"": ""The Derma Co"", ""Color"": ""Blue"", ""Warranty"": ""2 Year"", ""Material"": ""Cotton""}",2025-05-27 16:24:39,Cloudtail India,the-derma-co-face-wash-9434,The Derma Co Face Wash,High quality The Derma Co Face Wash from The Derma Co. Perfect for daily use. This Face Wash is highly rated and recommended for customers in India.,7d11121e-14ab-4bcb-bbdc-644fb9060240,d440306c-2e5e-4965-98b5-7168abd848f5,"['https://example.com/images/7d11121e-14ab-4bcb-bbdc-644fb9060240_1.jpg', 'https://example.com/images/7d11121e-14ab-4bcb-bbdc-644fb9060240_2.jpg']",cat_beau_04,"['beauty & personal care', 'the derma co', 'india', 'trending']"
2025-04-30 16:24:39,54688.5,66676.41,4.4,4023,110,Limited Time Deal,"{""Brand"": ""boAt"", ""Color"": ""Silver"", ""Warranty"": ""2 Year"", ""Material"": ""Plastic""}",2025-04-24 16:24:39,Appario Retail Private Ltd,boat-laptop-lite-9087,boAt Laptop Lite,High quality boAt Laptop Lite from boAt. Perfect for daily use. This Laptop is highly rated and recommended for customers in India.,6de200fe-a2b0-4241-9587-77942ad219e7,a0d02c63-d595-4ee8-a811-7a9673a30c0a,"['https://example.com/images/6de200fe-a2b0-4241-9587-77942ad219e7_1.jpg', 'https://example.com/images/6de200fe-a2b0-4241-9587-77942ad219e7_2.jpg']",cat_elec_01,"['electronics', 'boat', 'india', 'trending']"
2025-09-26 16:24:39,44122.76,55751.27,4.4,3764,114,Amazon's Choice,"{""Brand"": ""Fortune"", ""Color"": ""Red"", ""Warranty"": ""1 Year"", ""Material"": ""Cotton""}",2025-09-04 16:24:39,Appario Retail Private Ltd,fortune-organic-honey-4515,Fortune Organic Honey,High quality Fortune Organic Honey from Fortune. Perfect for daily use. This Organic Honey is highly rated and recommended for customers in India.,db5ac31c-11bd-4f7a-9fc2-ca93d6caf3b1,de012d47-00fd-4e83-8a88-58fb9fd06477,"['https://example.com/images/db5ac31c-11bd-4f7a-9fc2-ca93d6caf3b1_1.jpg', 'https://example.com/images/db5ac31c-11bd-4f7a-9fc2-ca93d6caf3b1_2.jpg']",cat_groc_05,"['grocery', 'fortune', 'india', 'trending']"
2025-12-13 16:24:39,73307.62,101321.02,3.6,1829,94,Amazon's Choice,"{""Brand"": ""Tata Sampann"", ""Color"": ""Blue"", ""Warranty"": ""2 Year"", ""Material"": ""Plastic""}",2025-11-21 16:24:39,Cocoblu Retail,tata-sampann-olive-oil-4386,Tata Sampann Olive Oil,High quality Tata Sampann Olive Oil from Tata Sampann. Perfect for daily use. This Olive Oil is highly rated and recommended for customers in India.,ecec528f-523a-4bbe-bdfb-eef1937869bc,72a571a3-35c9-4c6d-aa76-e9f4abbd19f1,"['https://example.com/images/ecec528f-523a-4bbe-bdfb-eef1937869bc_1.jpg', 'https://example.com/images/ecec528f-523a-4bbe-bdfb-eef1937869bc_2.jpg']",cat_groc_05,"['grocery', 'tata sampann', 'india', 'trending']"
2025-07-02 16:24:39,7354.89,10012.73,4.6,2279,0,Bestseller,"{""Brand"": ""Puma"", ""Color"": ""Blue"", ""Warranty"": ""2 Year"", ""Material"": ""Glass""}",2025-06-26 16:24:39,Cloudtail India,puma-running-shoes-1730,Puma Running Shoes,High quality Puma Running Shoes from Puma. Perfect for daily use. This Running Shoes is highly rated and recommended for customers in India.,75cbcbce-37b1-467f-b0fe-f77f78df2336,f2615bfa-7b4d-4609-8ab1-b0367b703a83,"['https://example.com/images/75cbcbce-37b1-467f-b0fe-f77f78df2336_1.jpg', 'https://example.com/images/75cbcbce-37b1-467f-b0fe-f77f78df2336_2.jpg']",cat_fash_03,"['fashion', 'puma', 'india', 'trending']"
2025-05-16 16:24:39,72096.82,104530.15,4.2,4092,62,Bestseller,"{""Brand"": ""The Derma Co"", ""Color"": ""White"", ""Warranty"": ""2 Year"", ""Material"": ""Glass""}",2025-04-16 16:24:39,Cocoblu Retail,the-derma-co-hair-oil-6512,The Derma Co Hair Oil,High quality The Derma Co Hair Oil from The Derma Co. Perfect for daily use. This Hair Oil is highly rated and recommended for customers in India.,a1aaed91-984c-4dbb-a678-e592fb58a102,e0176c07-2b56-468c-8471-3f8864967420,"['https://example.com/images/a1aaed91-984c-4dbb-a678-e592fb58a102_1.jpg', 'https://example.com/images/a1aaed91-984c-4dbb-a678-e592fb58a102_2.jpg']",cat_beau_04,"['beauty & personal care', 'the derma co', 'india', 'trending']"
2026-03-18 16:24:39,43758.54,61228.05,4.3,4843,88,Bestseller,"{""Brand"": ""Fortune"", ""Color"": ""Red"", ""Warranty"": ""2 Year"", ""Material"": ""Cotton""}",2026-02-16 16:24:39,Cocoblu Retail,fortune-masala-chai-tea-3128,Fortune Masala Chai Tea,High quality Fortune Masala Chai Tea from Fortune. Perfect for daily use. This Masala Chai Tea is highly rated and recommended for customers in India.,050ab5d6-0a7d-4e08-a998-7d7cd49e6854,311a92d9-96fa-4a30-b904-b8936dd7bc43,"['https://example.com/images/050ab5d6-0a7d-4e08-a998-7d7cd49e6854_1.jpg', 'https://example.com/images/050ab5d6-0a7d-4e08-a998-7d7cd49e6854_2.jpg']",cat_groc_05,"['grocery', 'fortune', 'india', 'trending']"
2025-10-09 16:24:39,16420.85,23466.67,4.2,4792,30,Amazon's Choice,"{""Brand"": ""Samsung"", ""Color"": ""Blue"", ""Warranty"": ""2 Year"", ""Material"": ""Glass""}",2025-10-04 16:24:39,Cloudtail India,samsung-wireless-earbuds-pro-4745,Samsung Wireless Earbuds Pro,High quality Samsung Wireless Earbuds Pro from Samsung. Perfect for daily use. This Wireless Earbuds is highly rated and recommended for customers in India.,9ba67740-dc6e-4c15-a075-618672c374db,af56d6a2-1c7d-4898-a46d-e6846ce116c3,"['https://example.com/images/9ba67740-dc6e-4c15-a075-618672c374db_1.jpg', 'https://example.com/images/9ba67740-dc6e-4c15-a075-618672c374db_2.jpg']",cat_elec_01,"['electronics', 'samsung', 'india', 'trending']"
2025-11-25 16:24:39,21578.15,29030.01,3.6,1973,96,Limited Time Deal,"{""Brand"": ""Xiaomi"", ""Color"": ""White"", ""Warranty"": ""2 Year"", ""Material"": ""Plastic""}",2025-11-13 16:24:39,RetailNet,xiaomi-power-bank-max-6383,Xiaomi Power Bank Max,High quality Xiaomi Power Bank Max from Xiaomi. Perfect for daily use. This Power Bank is highly rated and recommended for customers in India.,d1679def-f244-49a7-9919-abe684953834,ad8d1a89-b220-404a-93bf-bebb5ea96fd0,"['https://example.com/images/d1679def-f244-49a7-9919-abe684953834_1.jpg', 'https://example.com/images/d1679def-f244-49a7-9919-abe684953834_2.jpg']",cat_elec_01,"['electronics', 'xiaomi', 'india', 'trending']"
2026-02-20 16:24:39,22043.41,29634.78,4.4,1477,178,Amazon's Choice,"{""Brand"": ""Allen Solly"", ""Color"": ""Silver"", ""Warranty"": ""2 Year"", ""Material"": ""Cotton""}",2026-02-16 16:24:39,Cloudtail India,allen-solly-silk-saree-7025,Allen Solly Silk Saree,High quality Allen Solly Silk Saree from Allen Solly. Perfect for daily use. This Silk Saree is highly rated and recommended for customers in India.,1f8d3c1f-36cc-4a7d-8539-102b833e7b4f,e4e20f3b-58a5-4556-976d-ea465eed6c38,"['https://example.com/images/1f8d3c1f-36cc-4a7d-8539-102b833e7b4f_1.jpg', 'https://example.com/images/1f8d3c1f-36cc-4a7d-8539-102b833e7b4f_2.jpg']",cat_fash_03,"['fashion', 'allen solly', 'india', 'trending']"
2025-04-08 16:24:39,63490.33,89681.82,3.8,61,120,Bestseller,"{""Brand"": ""Tata Sampann"", ""Color"": ""Blue"", ""Warranty"": ""1 Year"", ""Material"": ""Cotton""}",2025-04-06 16:24:39,Cocoblu Retail,tata-sampann-olive-oil-7759,Tata Sampann Olive Oil,High quality Tata Sampann Olive Oil from Tata Sampann. Perfect for daily use. This Olive Oil is highly rated and recommended for customers in India.,cbf193b4-3852-498b-af62-6a6756c48b4d,601b341b-d300-43ff-9b71-ccc145c4a489,"['https://example.com/images/cbf193b4-3852-498b-af62-6a6756c48b4d_1.jpg', 'https://example.com/images/cbf193b4-3852-498b-af62-6a6756c48b4d_2.jpg']",cat_groc_05,"['grocery', 'tata sampann', 'india', 'trending']"
2026-01-28 16:24:39,9381.32,12670.64,3.9,1885,83,Amazon's Choice,"{""Brand"": ""The Derma Co"", ""Color"": ""Silver"", ""Warranty"": ""1 Year"", ""Material"": ""Cotton""}",2026-01-01 16:24:39,SuperComNet,the-derma-co-perfume-7042,The Derma Co Perfume,High quality The Derma Co Perfume from The Derma Co. Perfect for daily use. This Perfume is highly rated and recommended for customers in India.,7a257d7c-d043-4e87-8353-f9348d22b928,4a179445-4dc4-426b-bb84-eea38e857e52,"['https://example.com/images/7a257d7c-d043-4e87-8353-f9348d22b928_1.jpg', 'https://example.com/images/7a257d7c-d043-4e87-8353-f9348d22b928_2.jpg']",cat_beau_04,"['beauty & personal care', 'the derma co', 'india', 'trending']"
2025-08-09 16:24:39,14937.97,18400.71,4.0,160,100,Amazon's Choice,"{""Brand"": ""Fortune"", ""Color"": ""Red"", ""Warranty"": ""1 Year"", ""Material"": ""Cotton""}",2025-07-26 16:24:39,Cocoblu Retail,fortune-masala-chai-tea-4014,Fortune Masala Chai Tea,High quality Fortune Masala Chai Tea from Fortune. Perfect for daily use. This Masala Chai Tea is highly rated and recommended for customers in India.,9b5f24e6-c4d8-4034-a762-5c1077f20009,6c724967-5f96-4fa7-a45b-505f6d6a1c3b,"['https://example.com/images/9b5f24e6-c4d8-4034-a762-5c1077f20009_1.jpg', 'https://example.com/images/9b5f24e6-c4d8-4034-a762-5c1077f20009_2.jpg']",cat_groc_05,"['grocery', 'fortune', 'india', 'trending']"
2026-01-04 16:24:39,45829.2,57213.21,4.5,2808,154,,"{""Brand"": ""Happilo"", ""Color"": ""Silver"", ""Warranty"": ""1 Year"", ""Material"": ""Glass""}",2025-12-20 16:24:39,Cocoblu Retail,happilo-organic-honey-7964,Happilo Organic Honey,High quality Happilo Organic Honey from Happilo. Perfect for daily use. This Organic Honey is highly rated and recommended for customers in India.,dfd91375-e5b0-402a-80c2-7529486f85b2,bc302d06-8f68-4c9c-af3c-eed230f431ae,"['https://example.com/images/dfd91375-e5b0-402a-80c2-7529486f85b2_1.jpg', 'https://example.com/images/dfd91375-e5b0-402a-80c2-7529486f85b2_2.jpg']",cat_groc_05,"['grocery', 'happilo', 'india', 'trending']"
2025-08-07 16:24:39,70747.12,84444.63,4.6,2557,118,Amazon's Choice,"{""Brand"": ""HP"", ""Color"": ""Black"", ""Warranty"": ""1 Year"", ""Material"": ""Plastic""}",2025-07-30 16:24:39,Appario Retail Private Ltd,hp-power-bank-ultra-3016,HP Power Bank Ultra,High quality HP Power Bank Ultra from HP. Perfect for daily use. This Power Bank is highly rated and recommended for customers in India.,388cb354-3d0a-46cb-aa21-3ebdf0993457,b8d9c243-6d3b-44d9-86b1-165c38cc22db,"['https://example.com/images/388cb354-3d0a-46cb-aa21-3ebdf0993457_1.jpg', 'https://example.com/images/388cb354-3d0a-46cb-aa21-3ebdf0993457_2.jpg']",cat_elec_01,"['electronics', 'hp', 'india', 'trending']"
2025-11-14 16:24:39,58751.77,66771.48,4.0,3210,139,Bestseller,"{""Brand"": ""Sony"", ""Color"": ""Blue"", ""Warranty"": ""1 Year"", ""Material"": ""Glass""}",2025-10-20 16:24:39,SuperComNet,sony-smartphone-v2-1846,Sony Smartphone v2,High quality Sony Smartphone v2 from Sony. Perfect for daily use. This Smartphone is highly rated and recommended for customers in India.,00403e40-34b7-455e-96f4-a911a50d6a28,c2882a3f-e3fb-4726-a441-1418d7bd6080,"['https://example.com/images/00403e40-34b7-455e-96f4-a911a50d6a28_1.jpg', 'https://example.com/images/00403e40-34b7-455e-96f4-a911a50d6a28_2.jpg']",cat_elec_01,"['electronics', 'sony', 'india', 'trending']"
2025-03-25 16:24:39,70554.07,82116.44,3.8,2735,135,Bestseller,"{""Brand"": ""The Derma Co"", ""Color"": ""Silver"", ""Warranty"": ""1 Year"", ""Material"": ""Glass""}",2025-03-14 16:24:39,RetailNet,the-derma-co-matte-lipstick-3769,The Derma Co Matte Lipstick,High quality The Derma Co Matte Lipstick from The Derma Co. Perfect for daily use. This Matte Lipstick is highly rated and recommended for customers in India.,180be8bc-61f9-4ab0-898c-88385006b117,3e05dcb6-2ef7-48e2-b64c-a7fd3c17344b,"['https://example.com/images/180be8bc-61f9-4ab0-898c-88385006b117_1.jpg', 'https://example.com/images/180be8bc-61f9-4ab0-898c-88385006b117_2.jpg']",cat_beau_04,"['beauty & personal care', 'the derma co', 'india', 'trending']"
2025-10-27 16:24:39,12206.97,15696.67,4.5,3048,51,Amazon's Choice,"{""Brand"": ""Prestige"", ""Color"": ""White"", ""Warranty"": ""1 Year"", ""Material"": ""Cotton""}",2025-10-08 16:24:39,SuperComNet,prestige-air-purifier-9780,Prestige Air Purifier,High quality Prestige Air Purifier from Prestige. Perfect for daily use. This Air Purifier is highly rated and recommended for customers in India.,5d0442ac-0497-45c5-89cb-bf1b59490390,57ce31b9-0853-4f49-8d78-f222d1fb7bb8,"['https://example.com/images/5d0442ac-0497-45c5-89cb-bf1b59490390_1.jpg', 'https://example.com/images/5d0442ac-0497-45c5-89cb-bf1b59490390_2.jpg']",cat_home_02,"['home & kitchen', 'prestige', 'india', 'trending']"
2025-09-10 16:24:39,38669.78,52637.43,4.7,1179,133,,"{""Brand"": ""Allen Solly"", ""Color"": ""Silver"", ""Warranty"": ""2 Year"", ""Material"": ""Glass""}",2025-08-16 16:24:39,Cloudtail India,allen-solly-denim-jeans-7199,Allen Solly Denim Jeans,High quality Allen Solly Denim Jeans from Allen Solly. Perfect for daily use. This Denim Jeans is highly rated and recommended for customers in India.,2408b294-341f-4b5c-b634-e18394169705,28507642-9c77-4097-a6bc-2c517ec9f1bf,"['https://example.com/images/2408b294-341f-4b5c-b634-e18394169705_1.jpg', 'https://example.com/images/2408b294-341f-4b5c-b634-e18394169705_2.jpg']",cat_fash_03,"['fashion', 'allen solly', 'india', 'trending']"
